1p.prs	1p.pst	3p.prs	3p.pst
tʃ.ɑ.ɹ.dʒ	tʃ.ɑ.ɹ.dʒ.d	tʃ.ɑ.ɹ.dʒ.ə.z	tʃ.ɑ.ɹ.dʒ.d
s.eɪ.l	s.eɪ.l.d	s.eɪ.l.z	s.eɪ.l.d
tʃ.ɑ.ɹ.m	tʃ.ɑ.ɹ.m.d	tʃ.ɑ.ɹ.m.z	tʃ.ɑ.ɹ.m.d
tʃ.ɑ.ɹ.t	tʃ.ɑ.ɹ.t.ə.d	tʃ.ɑ.ɹ.t.s	tʃ.ɑ.ɹ.t.ə.d
tʃ.ɑ.ɹ.t.ɚ	tʃ.ɑ.ɹ.t.ɚ.d	tʃ.ɑ.ɹ.t.ɚ.z	tʃ.ɑ.ɹ.t.ɚ.d
tʃ.eɪ.s	tʃ.eɪ.s.t	tʃ.eɪ.s.ə.z	tʃ.eɪ.s.t
tʃ.æ.s.t.aɪ.z	tʃ.æ.s.t.aɪ.z.d	tʃ.æ.s.t.aɪ.z.ə.z	tʃ.æ.s.t.aɪ.z.d
tʃ.æ.t	tʃ.æ.t.ə.d	tʃ.æ.t.s	tʃ.æ.t.ə.d
ʃ.oʊ.f.ɚ	ʃ.oʊ.f.ɚ.d	ʃ.oʊ.f.ɚ.z	ʃ.oʊ.f.ɚ.d
tʃ.i.p.ə.n	tʃ.i.p.ə.n.d	tʃ.i.p.ə.n.z	tʃ.i.p.ə.n.d
s.ɔ.l.t	s.ɔ.l.t.ə.d	s.ɔ.l.t.s	s.ɔ.l.t.ə.d
tʃ.i.t	tʃ.i.t.ə.d	tʃ.i.t.s	tʃ.i.t.ə.d
tʃ.ɛ.k	tʃ.ɛ.k.t	tʃ.ɛ.k.s	tʃ.ɛ.k.t
s.ə.l.u.t	s.ə.l.u.t.ə.d	s.ə.l.u.t.s	s.ə.l.u.t.ə.d
tʃ.i.k	tʃ.i.k.t	tʃ.i.k.s	tʃ.i.k.t
tʃ.ɪ.ɹ	tʃ.ɪ.ɹ.d	tʃ.ɪ.ɹ.z	tʃ.ɪ.ɹ.d
s.æ.m.p.ə.l	s.æ.m.p.ə.l.d	s.æ.m.p.ə.l.z	s.æ.m.p.ə.l.d
s.æ.ŋ.k.ʃ.ə.n	s.æ.ŋ.k.ʃ.ə.n.d	s.æ.ŋ.k.ʃ.ə.n.z	s.æ.ŋ.k.ʃ.ə.n.d
s.æ.n.d	s.æ.n.d.ə.d	s.æ.n.d.z	s.æ.n.d.ə.d
s.æ.n.d.b.æ.g	s.æ.n.d.b.æ.g.d	s.æ.n.d.b.æ.g.z	s.æ.n.d.b.æ.g.d
tʃ.ɛ.ɹ.ə.ʃ	tʃ.ɛ.ɹ.ə.ʃ.t	tʃ.ɛ.ɹ.ə.ʃ.ə.z	tʃ.ɛ.ɹ.ə.ʃ.t
tʃ.u	tʃ.u.d	tʃ.u.z	tʃ.u.d
s.æ.p	s.æ.p.t	s.æ.p.s	s.æ.p.t
tʃ.aɪ.d	tʃ.aɪ.d.ə.d	tʃ.aɪ.d.z	tʃ.aɪ.d.ə.d
tʃ.ɪ.l	tʃ.ɪ.l.d	tʃ.ɪ.l.z	tʃ.ɪ.l.d
s.eɪ.t	s.eɪ.t.ə.d	s.eɪ.t.s	s.eɪ.t.ə.d
tʃ.aɪ.m	tʃ.aɪ.m.d	tʃ.aɪ.m.z	tʃ.aɪ.m.d
s.æ.t.ə.s.f.aɪ	s.æ.t.ə.s.f.aɪ.d	s.æ.t.ə.s.f.aɪ.z	s.æ.t.ə.s.f.aɪ.d
tʃ.ɪ.p	tʃ.ɪ.p.t	tʃ.ɪ.p.s	tʃ.ɪ.p.t
s.æ.v.ə.dʒ	s.æ.v.ə.dʒ.d	s.æ.v.ə.dʒ.ə.z	s.æ.v.ə.dʒ.d
s.eɪ.v	s.eɪ.v.d	s.eɪ.v.z	s.eɪ.v.d
s.ɔ	s.ɔ.d	s.ɔ.z	s.ɔ.d
tʃ.oʊ.k	tʃ.oʊ.k.t	tʃ.oʊ.k.s	tʃ.oʊ.k.t
tʃ.ɑ.p	tʃ.ɑ.p.t	tʃ.ɑ.p.s	tʃ.ɑ.p.t
s.k.ɔ.l.d	s.k.ɔ.l.d.ə.d	s.k.ɔ.l.d.z	s.k.ɔ.l.d.ə.d
s.k.eɪ.l	s.k.eɪ.l.d	s.k.eɪ.l.z	s.k.eɪ.l.d
tʃ.ɔ.ɹ.t.ə.l	tʃ.ɔ.ɹ.t.ə.l.d	tʃ.ɔ.ɹ.t.ə.l.z	tʃ.ɔ.ɹ.t.ə.l.d
s.k.æ.l.p	s.k.æ.l.p.t	s.k.æ.l.p.s	s.k.æ.l.p.t
s.k.æ.n	s.k.æ.n.d	s.k.æ.n.z	s.k.æ.n.d
s.k.ɑ.ɹ	s.k.ɑ.ɹ.d	s.k.ɑ.ɹ.z	s.k.ɑ.ɹ.d
k.ɹ.ɑ.n.ə.k.ə.l	k.ɹ.ɑ.n.ə.k.ə.l.d	k.ɹ.ɑ.n.ə.k.ə.l.z	k.ɹ.ɑ.n.ə.k.ə.l.d
s.k.ɛ.ɹ	s.k.ɛ.ɹ.d	s.k.ɛ.ɹ.z	s.k.ɛ.ɹ.d
tʃ.ʌ.k.ə.l	tʃ.ʌ.k.ə.l.d	tʃ.ʌ.k.ə.l.z	tʃ.ʌ.k.ə.l.d
s.ɛ.n.t	s.ɛ.n.t.ə.d	s.ɛ.n.t.s	s.ɛ.n.t.ə.d
tʃ.ɚ.n	tʃ.ɚ.n.d	tʃ.ɚ.n.z	tʃ.ɚ.n.d
s.k.ɛ.dʒ.ʊ.l	s.k.ɛ.dʒ.ʊ.l.d	s.k.ɛ.dʒ.ʊ.l.z	s.k.ɛ.dʒ.ʊ.l.d
s.k.i.m	s.k.i.m.d	s.k.i.m.z	s.k.i.m.d
s.k.u.l	s.k.u.l.d	s.k.u.l.z	s.k.u.l.d
s.ɚ.k.ə.l	s.ɚ.k.ə.l.d	s.ɚ.k.ə.l.z	s.ɚ.k.ə.l.d
s.ɚ.k.j.ə.l.eɪ.t	s.ɚ.k.j.ə.l.eɪ.t.ə.d	s.ɚ.k.j.ə.l.eɪ.t.s	s.ɚ.k.j.ə.l.eɪ.t.ə.d
s.k.ɔ.f	s.k.ɔ.f.t	s.k.ɔ.f.s	s.k.ɔ.f.t
s.ɚ.k.ə.m.v.ɛ.n.t	s.ɚ.k.ə.m.v.ɛ.n.t.ə.d	s.ɚ.k.ə.m.v.ɛ.n.t.s	s.ɚ.k.ə.m.v.ɛ.n.t.ə.d
s.k.oʊ.l.d	s.k.oʊ.l.d.ə.d	s.k.oʊ.l.d.z	s.k.oʊ.l.d.ə.d
s.k.u.p	s.k.u.p.t	s.k.u.p.s	s.k.u.p.t
s.aɪ.t	s.aɪ.t.ə.d	s.aɪ.t.s	s.aɪ.t.ə.d
s.k.ɔ.ɹ	s.k.ɔ.ɹ.d	s.k.ɔ.ɹ.z	s.k.ɔ.ɹ.d
s.k.ɔ.ɹ.n	s.k.ɔ.ɹ.n.d	s.k.ɔ.ɹ.n.z	s.k.ɔ.ɹ.n.d
s.k.ɑ.tʃ	s.k.ɑ.tʃ.t	s.k.ɑ.tʃ.ə.z	s.k.ɑ.tʃ.t
k.l.eɪ.m	k.l.eɪ.m.d	k.l.eɪ.m.z	k.l.eɪ.m.d
k.l.æ.m	k.l.æ.m.d	k.l.æ.m.z	k.l.æ.m.d
s.k.aʊ.ɚ	s.k.aʊ.ɚ.d	s.k.aʊ.ɚ.z	s.k.aʊ.ɚ.d
s.k.ɚ.dʒ	s.k.ɚ.dʒ.d	s.k.ɚ.dʒ.ə.z	s.k.ɚ.dʒ.d
s.k.aʊ.t	s.k.aʊ.t.ə.d	s.k.aʊ.t.s	s.k.aʊ.t.ə.d
k.l.æ.m.p	k.l.æ.m.p.t	k.l.æ.m.p.s	k.l.æ.m.p.t
s.k.ɹ.æ.m.b.ə.l	s.k.ɹ.æ.m.b.ə.l.d	s.k.ɹ.æ.m.b.ə.l.z	s.k.ɹ.æ.m.b.ə.l.d
s.k.ɹ.æ.p	s.k.ɹ.æ.p.t	s.k.ɹ.æ.p.s	s.k.ɹ.æ.p.t
s.k.ɹ.eɪ.p	s.k.ɹ.eɪ.p.t	s.k.ɹ.eɪ.p.s	s.k.ɹ.eɪ.p.t
k.l.æ.p	k.l.æ.p.t	k.l.æ.p.s	k.l.æ.p.t
s.k.ɹ.æ.tʃ	s.k.ɹ.æ.tʃ.t	s.k.ɹ.æ.tʃ.ə.z	s.k.ɹ.æ.tʃ.t
k.l.ɛ.ɹ.ə.f.aɪ	k.l.ɛ.ɹ.ə.f.aɪ.d	k.l.ɛ.ɹ.ə.f.aɪ.z	k.l.ɛ.ɹ.ə.f.aɪ.d
k.l.æ.ʃ	k.l.æ.ʃ.t	k.l.æ.ʃ.ə.z	k.l.æ.ʃ.t
s.k.ɹ.i.m	s.k.ɹ.i.m.d	s.k.ɹ.i.m.z	s.k.ɹ.i.m.d
k.l.æ.s	k.l.æ.s.t	k.l.æ.s.ə.z	k.l.æ.s.t
s.k.ɹ.i.tʃ	s.k.ɹ.i.tʃ.t	s.k.ɹ.i.tʃ.ə.z	s.k.ɹ.i.tʃ.t
s.k.ɹ.i.n	s.k.ɹ.i.n.d	s.k.ɹ.i.n.z	s.k.ɹ.i.n.d
s.k.ɹ.u	s.k.ɹ.u.d	s.k.ɹ.u.z	s.k.ɹ.u.d
k.l.æ.s.ə.f.aɪ	k.l.æ.s.ə.f.aɪ.d	k.l.æ.s.ə.f.aɪ.z	k.l.æ.s.ə.f.aɪ.d
s.k.ɹ.ɪ.b.ə.l	s.k.ɹ.ɪ.b.ə.l.d	s.k.ɹ.ɪ.b.ə.l.z	s.k.ɹ.ɪ.b.ə.l.d
k.l.ɔ	k.l.ɔ.d	k.l.ɔ.z	k.l.ɔ.d
k.l.i.n	k.l.i.n.d	k.l.i.n.z	k.l.i.n.d
k.l.ɪ.ɹ	k.l.ɪ.ɹ.d	k.l.ɪ.ɹ.z	k.l.ɪ.ɹ.d
s.k.ɹ.u.t.ə.n.aɪ.z	s.k.ɹ.u.t.ə.n.aɪ.z.d	s.k.ɹ.u.t.ə.n.aɪ.z.ə.z	s.k.ɹ.u.t.ə.n.aɪ.z.d
s.k.ʌ.f.ə.l	s.k.ʌ.f.ə.l.d	s.k.ʌ.f.ə.l.z	s.k.ʌ.f.ə.l.d
s.k.ʌ.l.p.t	s.k.ʌ.l.p.t.ə.d	s.k.ʌ.l.p.t.s	s.k.ʌ.l.p.t.ə.d
s.k.ʌ.l.p.tʃ.ɚ	s.k.ʌ.l.p.tʃ.ɚ.d	s.k.ʌ.l.p.tʃ.ɚ.z	s.k.ʌ.l.p.tʃ.ɚ.d
k.l.ɛ.n.tʃ	k.l.ɛ.n.tʃ.t	k.l.ɛ.n.tʃ.ə.z	k.l.ɛ.n.tʃ.t
k.l.ɪ.k	k.l.ɪ.k.t	k.l.ɪ.k.s	k.l.ɪ.k.t
k.l.aɪ.m	k.l.aɪ.m.d	k.l.aɪ.m.z	k.l.aɪ.m.d
k.l.ɪ.n.tʃ	k.l.ɪ.n.tʃ.t	k.l.ɪ.n.tʃ.ə.z	k.l.ɪ.n.tʃ.t
s.i.l	s.i.l.d	s.i.l.z	s.i.l.d
k.l.ɪ.p	k.l.ɪ.p.t	k.l.ɪ.p.s	k.l.ɪ.p.t
k.l.ɪ.p	k.l.ɪ.p.t	k.l.ɪ.p.s	k.l.ɪ.p.t
s.ɪ.ɹ	s.ɪ.ɹ.d	s.ɪ.ɹ.z	s.ɪ.ɹ.d
s.ɚ.tʃ	s.ɚ.tʃ.t	s.ɚ.tʃ.ə.z	s.ɚ.tʃ.t
k.l.ɑ.k	k.l.ɑ.k.t	k.l.ɑ.k.s	k.l.ɑ.k.t
s.i.z.ə.n	s.i.z.ə.n.d	s.i.z.ə.n.z	s.i.z.ə.n.d
s.i.t	s.i.t.ə.d	s.i.t.s	s.i.t.ə.d
k.l.ɔɪ.s.t.ɚ	k.l.ɔɪ.s.t.ɚ.d	k.l.ɔɪ.s.t.ɚ.z	k.l.ɔɪ.s.t.ɚ.d
s.ɛ.k.ə.n.d	s.ɛ.k.ə.n.d.ə.d	s.ɛ.k.ə.n.d.z	s.ɛ.k.ə.n.d.ə.d
s.ɛ.k.ə.n.d	s.ɛ.k.ə.n.d.ə.d	s.ɛ.k.ə.n.d.z	s.ɛ.k.ə.n.d.ə.d
k.l.ɑ.z.ə.t	k.l.ɑ.z.ə.t.ə.d	k.l.ɑ.z.ə.t.s	k.l.ɑ.z.ə.t.ə.d
k.l.ɑ.t	k.l.ɑ.t.ə.d	k.l.ɑ.t.s	k.l.ɑ.t.ə.d
k.l.oʊ.ð	k.l.oʊ.ð.d	k.l.oʊ.ð.z	k.l.oʊ.ð.d
k.l.aʊ.d	k.l.aʊ.d.ə.d	k.l.aʊ.d.z	k.l.aʊ.d.ə.d
s.ɛ.k.ʃ.ə.n	s.ɛ.k.ʃ.ə.n.d	s.ɛ.k.ʃ.ə.n.z	s.ɛ.k.ʃ.ə.n.d
k.l.ʌ.b	k.l.ʌ.b.d	k.l.ʌ.b.z	k.l.ʌ.b.d
s.ə.k.j.ʊ.ɹ	s.ə.k.j.ʊ.ɹ.d	s.ə.k.j.ʊ.ɹ.z	s.ə.k.j.ʊ.ɹ.d
s.ə.d.eɪ.t	s.ə.d.eɪ.t.ə.d	s.ə.d.eɪ.t.s	s.ə.d.eɪ.t.ə.d
k.l.ʌ.s.t.ɚ	k.l.ʌ.s.t.ɚ.d	k.l.ʌ.s.t.ɚ.z	k.l.ʌ.s.t.ɚ.d
k.l.ʌ.tʃ	k.l.ʌ.tʃ.t	k.l.ʌ.tʃ.ə.z	k.l.ʌ.tʃ.t
k.oʊ.tʃ	k.oʊ.tʃ.t	k.oʊ.tʃ.ə.z	k.oʊ.tʃ.t
s.i.d	s.i.d.ə.d	s.i.d.z	s.i.d.ə.d
k.oʊ.ə.l.ɛ.s	k.oʊ.ə.l.ɛ.s.t	k.oʊ.ə.l.ɛ.s.ə.z	k.oʊ.ə.l.ɛ.s.t
s.i.m	s.i.m.d	s.i.m.z	s.i.m.d
k.oʊ.s.t	k.oʊ.s.t.ə.d	k.oʊ.s.t.s	k.oʊ.s.t.ə.d
s.i.p	s.i.p.t	s.i.p.s	s.i.p.t
k.oʊ.t	k.oʊ.t.ə.d	k.oʊ.t.s	k.oʊ.t.ə.d
k.oʊ.k.s	k.oʊ.k.s.t	k.oʊ.k.s.ə.z	k.oʊ.k.s.t
s.i.z	s.i.z.d	s.i.z.ə.z	s.i.z.d
s.ə.l.ɛ.k.t	s.ə.l.ɛ.k.t.ə.d	s.ə.l.ɛ.k.t.s	s.ə.l.ɛ.k.t.ə.d
k.ɑ.k	k.ɑ.k.t	k.ɑ.k.s	k.ɑ.k.t
k.oʊ.d	k.oʊ.d.ə.d	k.oʊ.d.z	k.oʊ.d.ə.d
k.oʊ.h.ɪ.ɹ	k.oʊ.h.ɪ.ɹ.d	k.oʊ.h.ɪ.ɹ.z	k.oʊ.h.ɪ.ɹ.d
k.ɔɪ.l	k.ɔɪ.l.d	k.ɔɪ.l.z	k.ɔɪ.l.d
k.ɔɪ.n	k.ɔɪ.n.d	k.ɔɪ.n.z	k.ɔɪ.n.d
k.oʊ.ə.n.s.aɪ.d	k.oʊ.ə.n.s.aɪ.d.ə.d	k.oʊ.ə.n.s.aɪ.d.z	k.oʊ.ə.n.s.aɪ.d.ə.d
k.ə.l.æ.p.s	k.ə.l.æ.p.s.t	k.ə.l.æ.p.s.ə.z	k.ə.l.æ.p.s.t
k.ɑ.l.ɚ	k.ɑ.l.ɚ.d	k.ɑ.l.ɚ.z	k.ɑ.l.ɚ.d
s.ɛ.n.s	s.ɛ.n.s.t	s.ɛ.n.s.ə.z	s.ɛ.n.s.t
k.ə.l.ɛ.k.t	k.ə.l.ɛ.k.t.ə.d	k.ə.l.ɛ.k.t.s	k.ə.l.ɛ.k.t.ə.d
s.ɛ.n.t.ə.n.s	s.ɛ.n.t.ə.n.s.t	s.ɛ.n.t.ə.n.s.ə.z	s.ɛ.n.t.ə.n.s.t
k.ə.l.aɪ.d	k.ə.l.aɪ.d.ə.d	k.ə.l.aɪ.d.z	k.ə.l.aɪ.d.ə.d
s.ɛ.p.ɚ.eɪ.t	s.ɛ.p.ɚ.eɪ.t.ə.d	s.ɛ.p.ɚ.eɪ.t.s	s.ɛ.p.ɚ.eɪ.t.ə.d
s.ə.k.w.ɛ.s.t.ɚ	s.ə.k.w.ɛ.s.t.ɚ.d	s.ə.k.w.ɛ.s.t.ɚ.z	s.ə.k.w.ɛ.s.t.ɚ.d
k.oʊ.m	k.oʊ.m.d	k.oʊ.m.z	k.oʊ.m.d
s.ɚ.v	s.ɚ.v.d	s.ɚ.v.z	s.ɚ.v.d
s.ɚ.v.ə.s	s.ɚ.v.ə.s.t	s.ɚ.v.ə.s.ə.z	s.ɚ.v.ə.s.t
s.ɛ.t.ə.l	s.ɛ.t.ə.l.d	s.ɛ.t.ə.l.z	s.ɛ.t.ə.l.d
k.ʌ.m.f.ɚ.t	k.ʌ.m.f.ɚ.t.ə.d	k.ʌ.m.f.ɚ.t.s	k.ʌ.m.f.ɚ.t.ə.d
s.ɛ.v.ɚ	s.ɛ.v.ɚ.d	s.ɛ.v.ɚ.z	s.ɛ.v.ɚ.d
k.ə.m.æ.n.d	k.ə.m.æ.n.d.ə.d	k.ə.m.æ.n.d.z	k.ə.m.æ.n.d.ə.d
s.ɛ.k.s	s.ɛ.k.s.t	s.ɛ.k.s.ə.z	s.ɛ.k.s.t
k.ə.m.ɛ.m.ɚ.eɪ.t	k.ə.m.ɛ.m.ɚ.eɪ.t.ə.d	k.ə.m.ɛ.m.ɚ.eɪ.t.s	k.ə.m.ɛ.m.ɚ.eɪ.t.ə.d
k.ə.m.ɛ.n.s	k.ə.m.ɛ.n.s.t	k.ə.m.ɛ.n.s.ə.z	k.ə.m.ɛ.n.s.t
k.ə.m.ɛ.n.d	k.ə.m.ɛ.n.d.ə.d	k.ə.m.ɛ.n.d.z	k.ə.m.ɛ.n.d.ə.d
k.ɑ.m.ɛ.n.t	k.ɑ.m.ɛ.n.t.ə.d	k.ɑ.m.ɛ.n.t.s	k.ɑ.m.ɛ.n.t.ə.d
ʃ.æ.k.ə.l	ʃ.æ.k.ə.l.d	ʃ.æ.k.ə.l.z	ʃ.æ.k.ə.l.d
ʃ.eɪ.d	ʃ.eɪ.d.ə.d	ʃ.eɪ.d.z	ʃ.eɪ.d.ə.d
ʃ.æ.d.oʊ	ʃ.æ.d.oʊ.d	ʃ.æ.d.oʊ.z	ʃ.æ.d.oʊ.d
k.ə.m.ɪ.ʃ.ə.n	k.ə.m.ɪ.ʃ.ə.n.d	k.ə.m.ɪ.ʃ.ə.n.z	k.ə.m.ɪ.ʃ.ə.n.d
k.ə.m.ɪ.t	k.ə.m.ɪ.t.ə.d	k.ə.m.ɪ.t.s	k.ə.m.ɪ.t.ə.d
ʃ.æ.f.t	ʃ.æ.f.t.ə.d	ʃ.æ.f.t.s	ʃ.æ.f.t.ə.d
k.ə.m.j.u.n.ə.k.eɪ.t	k.ə.m.j.u.n.ə.k.eɪ.t.ə.d	k.ə.m.j.u.n.ə.k.eɪ.t.s	k.ə.m.j.u.n.ə.k.eɪ.t.ə.d
ʃ.eɪ.m	ʃ.eɪ.m.d	ʃ.eɪ.m.z	ʃ.eɪ.m.d
ʃ.æ.m.p.u	ʃ.æ.m.p.u.d	ʃ.æ.m.p.u.z	ʃ.æ.m.p.u.d
k.ə.m.j.u.t	k.ə.m.j.u.t.ə.d	k.ə.m.j.u.t.s	k.ə.m.j.u.t.ə.d
ʃ.eɪ.p	ʃ.eɪ.p.t	ʃ.eɪ.p.s	ʃ.eɪ.p.t
ʃ.ɛ.ɹ	ʃ.ɛ.ɹ.d	ʃ.ɛ.ɹ.z	ʃ.ɛ.ɹ.d
k.ə.m.p.ɛ.ɹ	k.ə.m.p.ɛ.ɹ.d	k.ə.m.p.ɛ.ɹ.z	k.ə.m.p.ɛ.ɹ.d
ʃ.ɑ.ɹ.p.ə.n	ʃ.ɑ.ɹ.p.ə.n.d	ʃ.ɑ.ɹ.p.ə.n.z	ʃ.ɑ.ɹ.p.ə.n.d
ʃ.æ.t.ɚ	ʃ.æ.t.ɚ.d	ʃ.æ.t.ɚ.z	ʃ.æ.t.ɚ.d
k.ə.m.p.ɛ.l	k.ə.m.p.ɛ.l.d	k.ə.m.p.ɛ.l.z	k.ə.m.p.ɛ.l.d
ʃ.eɪ.v	ʃ.eɪ.v.d	ʃ.eɪ.v.z	ʃ.eɪ.v.d
k.ɑ.m.p.ə.n.s.eɪ.t	k.ɑ.m.p.ə.n.s.eɪ.t.ə.d	k.ɑ.m.p.ə.n.s.eɪ.t.s	k.ɑ.m.p.ə.n.s.eɪ.t.ə.d
k.ə.m.p.i.t	k.ə.m.p.i.t.ə.d	k.ə.m.p.i.t.s	k.ə.m.p.i.t.ə.d
k.ə.m.p.aɪ.l	k.ə.m.p.aɪ.l.d	k.ə.m.p.aɪ.l.z	k.ə.m.p.aɪ.l.d
k.ə.m.p.l.eɪ.n	k.ə.m.p.l.eɪ.n.d	k.ə.m.p.l.eɪ.n.z	k.ə.m.p.l.eɪ.n.d
k.ə.m.p.l.i.t	k.ə.m.p.l.i.t.ə.d	k.ə.m.p.l.i.t.s	k.ə.m.p.l.i.t.ə.d
k.ɑ.m.p.l.ə.k.eɪ.t	k.ɑ.m.p.l.ə.k.eɪ.t.ə.d	k.ɑ.m.p.l.ə.k.eɪ.t.s	k.ɑ.m.p.l.ə.k.eɪ.t.ə.d
ʃ.ɛ.l	ʃ.ɛ.l.d	ʃ.ɛ.l.z	ʃ.ɛ.l.d
k.ɑ.m.p.l.ə.m.ɛ.n.t	k.ɑ.m.p.l.ə.m.ɛ.n.t.ə.d	k.ɑ.m.p.l.ə.m.ɛ.n.t.s	k.ɑ.m.p.l.ə.m.ɛ.n.t.ə.d
k.ə.m.p.l.aɪ	k.ə.m.p.l.aɪ.d	k.ə.m.p.l.aɪ.z	k.ə.m.p.l.aɪ.d
ʃ.ɛ.l.t.ɚ	ʃ.ɛ.l.t.ɚ.d	ʃ.ɛ.l.t.ɚ.z	ʃ.ɛ.l.t.ɚ.d
ʃ.ɛ.l.v	ʃ.ɛ.l.v.d	ʃ.ɛ.l.v.z	ʃ.ɛ.l.v.d
k.ə.m.p.oʊ.z	k.ə.m.p.oʊ.z.d	k.ə.m.p.oʊ.z.ə.z	k.ə.m.p.oʊ.z.d
ʃ.ɛ.p.ɚ.d	ʃ.ɛ.p.ɚ.d.ə.d	ʃ.ɛ.p.ɚ.d.z	ʃ.ɛ.p.ɚ.d.ə.d
ʃ.i.l.d	ʃ.i.l.d.ə.d	ʃ.i.l.d.z	ʃ.i.l.d.ə.d
ʃ.ɪ.f.t	ʃ.ɪ.f.t.ə.d	ʃ.ɪ.f.t.s	ʃ.ɪ.f.t.ə.d
k.ə.m.p.ɹ.aɪ.z	k.ə.m.p.ɹ.aɪ.z.d	k.ə.m.p.ɹ.aɪ.z.ə.z	k.ə.m.p.ɹ.aɪ.z.d
k.ɑ.m.p.ɹ.ə.m.aɪ.z	k.ɑ.m.p.ɹ.ə.m.aɪ.z.d	k.ɑ.m.p.ɹ.ə.m.aɪ.z.ə.z	k.ɑ.m.p.ɹ.ə.m.aɪ.z.d
ʃ.ɪ.m.ɚ	ʃ.ɪ.m.ɚ.d	ʃ.ɪ.m.ɚ.z	ʃ.ɪ.m.ɚ.d
ʃ.aɪ.n	ʃ.aɪ.n.d	ʃ.aɪ.n.z	ʃ.aɪ.n.d
k.ə.m.p.j.u.t	k.ə.m.p.j.u.t.ə.d	k.ə.m.p.j.u.t.s	k.ə.m.p.j.u.t.ə.d
k.ɑ.n	k.ɑ.n.d	k.ɑ.n.z	k.ɑ.n.d
k.ɑ.n	k.ɑ.n.d	k.ɑ.n.z	k.ɑ.n.d
k.ə.n.k.æ.t.ə.n.eɪ.t	k.ə.n.k.æ.t.ə.n.eɪ.t.ə.d	k.ə.n.k.æ.t.ə.n.eɪ.t.s	k.ə.n.k.æ.t.ə.n.eɪ.t.ə.d
ʃ.ɪ.p	ʃ.ɪ.p.t	ʃ.ɪ.p.s	ʃ.ɪ.p.t
k.ə.n.s.i.l	k.ə.n.s.i.l.d	k.ə.n.s.i.l.z	k.ə.n.s.i.l.d
k.ə.n.s.i.d	k.ə.n.s.i.d.ə.d	k.ə.n.s.i.d.z	k.ə.n.s.i.d.ə.d
k.ɑ.n.s.ə.n.t.ɹ.eɪ.t	k.ɑ.n.s.ə.n.t.ɹ.eɪ.t.ə.d	k.ɑ.n.s.ə.n.t.ɹ.eɪ.t.s	k.ɑ.n.s.ə.n.t.ɹ.eɪ.t.ə.d
k.ə.n.s.ɚ.n	k.ə.n.s.ɚ.n.d	k.ə.n.s.ɚ.n.z	k.ə.n.s.ɚ.n.d
ʃ.ɪ.v.ɚ	ʃ.ɪ.v.ɚ.d	ʃ.ɪ.v.ɚ.z	ʃ.ɪ.v.ɚ.d
ʃ.ɑ.k	ʃ.ɑ.k.t	ʃ.ɑ.k.s	ʃ.ɑ.k.t
k.ə.n.k.l.u.d	k.ə.n.k.l.u.d.ə.d	k.ə.n.k.l.u.d.z	k.ə.n.k.l.u.d.ə.d
k.ə.n.k.ɚ	k.ə.n.k.ɚ.d	k.ə.n.k.ɚ.z	k.ə.n.k.ɚ.d
k.ə.n.d.ɛ.m	k.ə.n.d.ɛ.m.d	k.ə.n.d.ɛ.m.z	k.ə.n.d.ɛ.m.d
k.ə.n.d.ɪ.ʃ.ə.n	k.ə.n.d.ɪ.ʃ.ə.n.d	k.ə.n.d.ɪ.ʃ.ə.n.z	k.ə.n.d.ɪ.ʃ.ə.n.d
ʃ.ɑ.p	ʃ.ɑ.p.t	ʃ.ɑ.p.s	ʃ.ɑ.p.t
k.ə.n.d.oʊ.n	k.ə.n.d.oʊ.n.d	k.ə.n.d.oʊ.n.z	k.ə.n.d.oʊ.n.d
ʃ.ɔ.ɹ	ʃ.ɔ.ɹ.d	ʃ.ɔ.ɹ.z	ʃ.ɔ.ɹ.d
ʃ.ɔ.ɹ.t	ʃ.ɔ.ɹ.t.ə.d	ʃ.ɔ.ɹ.t.s	ʃ.ɔ.ɹ.t.ə.d
ʃ.ɔ.ɹ.t.ə.n	ʃ.ɔ.ɹ.t.ə.n.d	ʃ.ɔ.ɹ.t.ə.n.z	ʃ.ɔ.ɹ.t.ə.n.d
k.ə.n.f.ɚ	k.ə.n.f.ɚ.d	k.ə.n.f.ɚ.z	k.ə.n.f.ɚ.d
k.ə.n.f.ɛ.s	k.ə.n.f.ɛ.s.t	k.ə.n.f.ɛ.s.ə.z	k.ə.n.f.ɛ.s.t
k.ə.n.f.aɪ.d	k.ə.n.f.aɪ.d.ə.d	k.ə.n.f.aɪ.d.z	k.ə.n.f.aɪ.d.ə.d
k.ə.n.f.ɚ.m	k.ə.n.f.ɚ.m.d	k.ə.n.f.ɚ.m.z	k.ə.n.f.ɚ.m.d
ʃ.oʊ.l.d.ɚ	ʃ.oʊ.l.d.ɚ.d	ʃ.oʊ.l.d.ɚ.z	ʃ.oʊ.l.d.ɚ.d
ʃ.aʊ.t	ʃ.aʊ.t.ə.d	ʃ.aʊ.t.s	ʃ.aʊ.t.ə.d
ʃ.ʌ.v	ʃ.ʌ.v.d	ʃ.ʌ.v.z	ʃ.ʌ.v.d
k.ə.n.f.ɔ.ɹ.m	k.ə.n.f.ɔ.ɹ.m.d	k.ə.n.f.ɔ.ɹ.m.z	k.ə.n.f.ɔ.ɹ.m.d
