Present_Transcription	Past_Transcription
f.eɪ.z	f.eɪ.z.d
s.t.ɹ.æ.p	s.t.ɹ.æ.p.t
ʌ.f.ɚ.m	ʌ.f.ɚ.m.d
ʌ.s.t.aʊ.n.d	ʌ.s.t.aʊ.n.d.ɪ.d
k.oʊ.tʃ	k.oʊ.tʃ.t
k.ɑ.n.s.oʊ.l	k.ʌ.n.s.oʊ.l.d
d.ɪ.s.m.æ.n.t.ʌ.l	d.ɪ.s.m.æ.n.t.ʌ.l.d
m.ɪ.l	m.ɪ.l.d
s.l.ɪ.ŋ	s.l.ʌ.ŋ
s.ɚ.dʒ	s.ɚ.dʒ.d
æ.n.ʌ.m.ʌ.t	æ.n.ʌ.m.eɪ.t.ɪ.d
b.ɑ.t.ʌ.l	b.ɑ.t.ʌ.l.d
k.ʌ.l.ɚ	k.ʌ.l.ɚ.d
m.ɑ.p	m.ɑ.p.t
p.ɹ.aɪ.s	p.ɹ.aɪ.s.t
ɹ.eɪ.k	ɹ.eɪ.k.t
s.m.ʌ.g.ʌ.l	s.m.ʌ.g.ʌ.l.d
s.w.ɑ.p	s.w.ɑ.p.t
j.ɚ.n	j.ɚ.n.d
ʌ.f.l.ɪ.k.t	ʌ.f.l.ɪ.k.t.ɪ.d
d.ɪ.t.eɪ.l	d.ɪ.t.eɪ.l.d
p.ɚ.p.ɛ.tʃ.ʌ.w.eɪ.t	p.ɚ.p.ɛ.tʃ.ʌ.w.eɪ.t.ɪ.d
ɑ.ɹ.m	ɑ.ɹ.m.d
b.ɔ.ɹ.d.ɚ	b.ɔ.ɹ.d.ɚ.d
tʃ.ɪ.p	tʃ.ɪ.p.t
d.ɪ.s.ɑ.ɹ.m	d.ɪ.s.ɑ.ɹ.m.d
ɛ.s.k.ʌ.l.eɪ.t	ɛ.s.k.ʌ.l.eɪ.t.ɪ.d
f.l.ɑ.p	f.l.ɑ.p.t
h.i.p	h.i.p.t
m.ʌ.s.t.ɚ	m.ʌ.s.t.ɚ.d
p.ɑ.p.j.ʌ.l.eɪ.t	p.ɑ.p.j.ʌ.l.eɪ.t.ʌ.d
ɹ.i.p.ɹ.ɛ.s	ɹ.i.p.ɹ.ɛ.s.t
ʃ.aʊ.ɚ	ʃ.aʊ.ɚ.d
s.w.u.p	s.w.u.p.t
t.ʊ.ɹ	t.ʊ.ɹ.d
w.ɪ.n.s	w.ɪ.n.s.t
b.aɪ.p.æ.s	b.aɪ.p.æ.s.t
d.ɪ.t.æ.tʃ	d.ɪ.t.æ.tʃ.t
ɪ.m.p.ɑ.ɹ.t	ɪ.m.p.ɑ.ɹ.t.ɪ.d
l.oʊ.ð	l.oʊ.ð.d
n.ɪ.ɹ	n.ɪ.ɹ.d
oʊ.v.ɚ.d.u	oʊ.v.ɚ.d.ɪ.d
p.l.ɛ.dʒ	p.l.ɛ.dʒ.d
ɹ.ɪ.p.ʌ.l	ɹ.ɪ.p.ʌ.l.d
s.æ.l.v.ʌ.dʒ	s.æ.l.v.ɪ.dʒ.d
ʌ.d.h.ɪ.ɹ	æ.d.h.ɪ.ɹ.d
b.æ.ŋ.k	b.æ.ŋ.k.t
b.l.ɑ.t	b.l.ɑ.t.ʌ.d
k.ʌ.m.p.aɪ.l	k.ʌ.m.p.aɪ.l.d
k.ɹ.æ.k.ʌ.l	k.ɹ.æ.k.ʌ.l.d
d.ɪ.d.u.s	d.ɪ.d.u.s.t
f.ɔ.l.t.ɚ	f.ɑ.l.t.ɚ.d
h.ɑ.b.ʌ.l	h.ɑ.b.ʌ.l.d
ɹ.i.k.ʌ.n.s.t.ɹ.ʌ.k.t	ɹ.i.k.ʌ.n.s.t.ɹ.ʌ.k.t.ɪ.d
s.k.aʊ.l	s.k.aʊ.l.d
t.æ.k.s	t.æ.k.s.t
ʌ.l.ɑ.t	ʌ.l.ɑ.t.ɪ.d
k.l.aʊ.d	k.l.aʊ.d.ɪ.d
d.ɹ.ʌ.m	d.ɹ.ʌ.m.d
ɛ.l.ʌ.v.eɪ.t	ɛ.l.ʌ.v.eɪ.t.ɪ.d
ɹ.ʌ.f.aɪ.n	ɹ.ʌ.f.aɪ.n.d
s.t.ɹ.ɪ.ŋ	s.t.ɹ.ʌ.ŋ
s.ɪ.m.p.ʌ.θ.aɪ.z	s.ɪ.m.p.ʌ.θ.aɪ.z.d
t.ɑ.p.ʌ.l	t.ɑ.p.ʌ.l.d
æ.k.t.ʌ.v.eɪ.t	æ.k.t.ɪ.v.eɪ.t.ɪ.d
b.ɪ.w.ɪ.tʃ	b.ɪ.w.ɪ.tʃ.t
k.ɑ.l.ʌ.n.aɪ.z	k.ɑ.l.ʌ.n.aɪ.z.d
k.ʌ.n.t.æ.m.ʌ.n.eɪ.t	k.ʌ.n.t.æ.m.ʌ.n.eɪ.t.ʌ.d
d.aɪ.l.u.t	d.aɪ.l.u.t.ʌ.d
f.aɪ.n	f.aɪ.n.d
g.l.eɪ.z	g.l.eɪ.z.d
ɪ.n.k.l.aɪ.n	ɪ.n.k.l.aɪ.n.d
ɪ.n.t.ɪ.m.ɪ.d.eɪ.t	ɪ.n.t.ɪ.m.ɪ.d.eɪ.t.ɪ.d
n.ɑ.m.ʌ.n.ʌ.t	n.ɑ.m.ʌ.n.eɪ.t.ʌ.d
ɹ.i.l	ɹ.i.l.d
ɹ.ɪ.n.aʊ.n.s	ɹ.ɪ.n.aʊ.n.s.t
s.k.ɹ.i.tʃ	s.k.ɹ.i.tʃ.t
s.ʌ.b.s.k.ɹ.aɪ.b	s.ʌ.b.s.k.ɹ.aɪ.b.d
t.ɚ.m	t.ɚ.m.d
k.ɑ.n.t.ɛ.n.t	k.ʌ.n.t.ɛ.n.t.ʌ.d
k.ɚ.b	k.ɚ.b.d
f.l.æ.ŋ.k	f.l.æ.ŋ.k.t
f.ʌ.k	f.ʌ.k.t
l.ʊ.ɹ	l.ʊ.ɹ.d
n.ʌ.dʒ	n.ʌ.dʒ.d
p.ɹ.ʌ.l.ɔ.ŋ	p.ɹ.ʌ.l.ɔ.ŋ.d
s.k.oʊ.l.d	s.k.oʊ.l.d.ʌ.d
d.ɪ.s.g.ʌ.s.t	d.ɪ.s.g.ʌ.s.t.ʌ.d
f.l.ɪ.n.tʃ	f.l.ɪ.n.tʃ.t
f.ɔ.ɹ.t.ɪ.f.aɪ	f.ɔ.ɹ.t.ʌ.f.aɪ.d
n.ɑ.t	n.ɑ.t.ɪ.d
m.æ.s.k	m.æ.s.k.t
aʊ.t.w.eɪ	aʊ.t.w.eɪ.d
p.ɚ.f.ɛ.k.t	p.ɚ.f.ɛ.k.t.ʌ.d
p.u.l	p.u.l.d
s.t.ɑ.ɹ	s.t.ɑ.ɹ.d
w.u	w.u.d
b.ɹ.aɪ.b	b.ɹ.aɪ.b.d
k.ʌ.l.aɪ.d	k.ʌ.l.aɪ.d.ɪ.d
g.ɹ.u.p	g.ɹ.u.p.t
ɪ.m.p.ɛ.ɹ	ɪ.m.p.ɛ.ɹ.d
ɪ.n.h.eɪ.l	ɪ.n.h.eɪ.l.d
ɪ.n.t.ɚ.s.ɛ.p.t	ɪ.n.t.ɚ.s.ɛ.p.t.ʌ.d
m.ʌ.d.ʌ.l	m.ʌ.d.ʌ.l.d
oʊ.v.ɚ.t.ɚ.n	oʊ.v.ɚ.t.ɚ.n.d
p.eɪ.t.ɹ.ʌ.n.aɪ.z	p.eɪ.t.ɹ.ʌ.n.aɪ.z.d
p.æ.t.ɚ.n	p.æ.t.ɚ.n.d
s.t.ɑ.ɹ.tʃ	s.t.ɑ.ɹ.tʃ.t
s.ʌ.f.aɪ.s	s.ʌ.f.aɪ.s.t
w.ɑ.b.ʌ.l	w.ɑ.b.ʌ.l.d
b.ɛ.l.oʊ	b.ɛ.l.oʊ.d
f.l.ɛ.k.s	f.l.ɛ.k.s.t
f.j.u.z	f.j.u.z.d
ɪ.m.p.ɑ.v.ɹ.ɪ.ʃ	ɪ.m.p.ɑ.v.ɹ.ɪ.ʃ.t
n.ɪ.b.ʌ.l	n.ɪ.b.ʌ.l.d
p.ɪ.k.tʃ.ɚ	p.ɪ.k.tʃ.ɚ.d
ɹ.ɪ.t.æ.l.i.eɪ.t	ɹ.ɪ.t.æ.l.i.eɪ.t.ɪ.d
æ.l.aɪ	ʌ.l.aɪ.d
b.l.æ.k.ʌ.n	b.l.æ.k.ʌ.n.d
b.ɹ.ɪ.s.ʌ.l	b.ɹ.ɪ.s.ʌ.l.d
k.l.ʌ.t.ɚ	k.l.ʌ.t.ɚ.d
k.ɔɪ.l	k.ɔɪ.l.d
d.ɪ.t.eɪ.n	d.ɪ.t.eɪ.n.d
d.ɪ.s.p.ɛ.l	d.ɪ.s.p.ɛ.l.d
g.ʌ.l.p	g.ʌ.l.p.t
h.æ.tʃ	h.æ.tʃ.t
h.ɪ.tʃ	h.ɪ.tʃ.t
dʒ.ɑ.s.ʌ.l	dʒ.ɑ.s.ʌ.l.d
p.ɹ.aɪ	p.ɹ.aɪ.d
ɹ.ɪ.d.i.m	ɹ.ɪ.d.i.m.d
ɹ.ɪ.f.ɹ.ɛ.ʃ	ɹ.i.f.ɹ.ɛ.ʃ.t
θ.w.ɔ.ɹ.t	θ.w.ɔ.ɹ.t.ʌ.d
æ.ŋ.k.ɚ	æ.ŋ.k.ɚ.d
k.ʌ.n.s.ɛ.n.t	k.ʌ.n.s.ɛ.n.t.ɪ.d
k.ɹ.eɪ.v	k.ɹ.eɪ.v.d
ɪ.l.æ.b.ɹ.ʌ.t	ɪ.l.æ.b.ɚ.eɪ.t.ʌ.d
ɪ.n.t.ɹ.u.d	ɪ.n.t.ɹ.u.d.ʌ.d
m.ɑ.d.ɚ.n.aɪ.z	m.ɑ.d.ɚ.n.aɪ.z.d
p.ɹ.ɑ.f.ʌ.t	p.ɹ.ɑ.f.ʌ.t.ʌ.d
s.p.ɑ.n	s.p.ɔ.n.d
tʃ.ɚ.n	tʃ.ɚ.n.d
ɪ.n.æ.k.t	ɛ.n.æ.k.t.ʌ.d
ɪ.n.g.ɹ.eɪ.v	ɪ.n.g.ɹ.eɪ.v.d
ɪ.g.z.ɪ.l.ɚ.eɪ.t	ɪ.g.z.ɪ.l.ɚ.eɪ.t.ɪ.d
f.ɹ.ɛ.t	f.ɹ.ɛ.t.ɪ.d
h.æ.m.p.ɚ	h.æ.m.p.ɚ.d
ɹ.ʌ.f.ʌ.l	ɹ.ʌ.f.ʌ.l.d
b.ɪ.h.oʊ.l.d	b.i.h.ɛ.l.d
k.oʊ.k.s	k.oʊ.k.s.t
k.ɑ.n.t.ɛ.s.t	k.ʌ.n.t.ɛ.s.t.ʌ.d
s.n.ɪ.ɹ	s.n.ɪ.ɹ.d
s.p.aɪ	s.p.aɪ.d
s.t.æ.f	s.t.æ.f.t
s.t.oʊ.k	s.t.oʊ.k.t
s.ʌ.f.ʌ.k.eɪ.t	s.ʌ.f.ʌ.k.eɪ.t.ɪ.d
t.ɚ.m.ʌ.n.eɪ.t	t.ɚ.m.ʌ.n.eɪ.t.ʌ.d
ʌ.n.s.ɛ.t.ʌ.l	ʌ.n.s.ɛ.t.ʌ.l.d
b.ɪ.s.t.oʊ	b.ɪ.s.t.oʊ.d
b.ɹ.aɪ.t.ʌ.n	b.ɹ.aɪ.t.ʌ.n.d
k.ɑ.n.f.l.ɪ.k.t	k.ʌ.n.f.l.ɪ.k.t.ɪ.d
k.aʊ.n.t.ɚ.æ.k.t	k.aʊ.n.t.ɚ.æ.k.t.ɪ.d
d.ɪ.s.k.aʊ.n.t	d.ɪ.s.k.aʊ.n.t.ɪ.d
aʊ.t.n.ʌ.m.b.ɚ	aʊ.t.n.ʌ.m.b.ɚ.d
s.k.ɚ.i	s.k.ɚ.i.d
θ.æ.tʃ	θ.æ.tʃ.t
tʃ.ʌ.k	tʃ.ʌ.k.t
ɛ.n.k.ʌ.m.p.ʌ.s	ɛ.n.k.ʌ.m.p.ʌ.s.t
g.ɹ.i.v	g.ɹ.i.v.d
g.ɹ.u.m	g.ɹ.u.m.d
h.ɪ.n.d.ɚ	h.ɪ.n.d.ɚ.d
p.ɹ.ɪ.k	p.ɹ.ɪ.k.t
ɹ.eɪ.t	ɹ.eɪ.t.ʌ.d
ɹ.ɪ.f.j.u.t	ɹ.ɪ.f.j.u.t.ɪ.d
s.ɪ.m.j.ʌ.l.ʌ.t	s.ɪ.m.j.ʌ.l.eɪ.t.ɪ.d
s.k.ɚ.t	s.k.ɚ.t.ɪ.d
s.n.ɔ.ɹ.t	s.n.ɔ.ɹ.t.ɪ.d
s.k.w.ɑ.ʃ	s.k.w.ɑ.ʃ.t
t.aɪ.m	t.aɪ.m.d
w.eɪ.n	w.eɪ.n.d
b.ɪ.d	b.eɪ.d
b.ɹ.i.f	b.ɹ.i.f.t
k.l.æ.ʃ	k.l.æ.ʃ.t
k.l.ɪ.p	k.l.ɪ.p.t
d.ɪ.s.k.ɹ.ɛ.d.ʌ.t	d.ɪ.s.k.ɹ.ɛ.d.ɪ.t.ɪ.d
d.ɪ.s.m.eɪ	d.ɪ.s.m.eɪ.d
f.ɪ.ŋ.g.ɚ	f.ɪ.ŋ.g.ɚ.d
g.ɹ.æ.t.ʌ.f.aɪ	g.ɹ.æ.t.ʌ.f.aɪ.d
ɪ.n.v.ɚ.t	ɪ.n.v.ɚ.t.ɪ.d
m.ɑ.ɹ	m.ɑ.ɹ.d
m.ɑ.ɹ.v.ʌ.l	m.ɑ.ɹ.v.ɛ.l.d
m.ʌ.n.tʃ	m.ʌ.n.tʃ.t
oʊ.v.ɚ.f.l.oʊ	oʊ.v.ɚ.f.l.oʊ.d
p.oʊ.tʃ	p.oʊ.tʃ.t
ɹ.i.k.l.eɪ.m	ɹ.i.k.l.eɪ.m.d
ɹ.ɪ.k.aʊ.n.t	ɹ.ɪ.k.aʊ.n.t.ɪ.d
s.i.p	s.i.p.t
s.t.aɪ.l	s.t.aɪ.l.d
t.æ.n	t.æ.n.d
w.ɔ.l	w.ɔ.l.d
ʌ.b.aɪ.d	ʌ.b.aɪ.d.ɪ.d
ʌ.b.aʊ.n.d	ʌ.b.aʊ.n.d.ɪ.d
d.ɪ.s.ɚ.n	d.ɪ.s.ɚ.n.d
d.ɑ.dʒ	d.ɑ.dʒ.d
ɪ.k.w.eɪ.t	ɪ.k.w.eɪ.t.ɪ.d
ɪ.g.z.ɛ.m.p.l.ʌ.f.aɪ	ɪ.g.z.ɛ.m.p.l.ʌ.f.aɪ.d
f.æ.t.ʌ.n	f.æ.t.ʌ.n.d
f.j.u.ʌ.l	f.j.u.ʌ.l.d
ɪ.m.ɚ.s	ɪ.m.ɚ.s.t
aɪ.ɚ.n	aɪ.ɚ.n.d
l.ʌ.n.tʃ	l.ʌ.n.tʃ.t
m.oʊ	m.oʊ.d
ʌ.n.p.æ.k	ʌ.n.p.æ.k.t
ʌ.m.ɛ.n.d	ʌ.m.ɛ.n.d.ɪ.d
b.ʌ.n.d.ʌ.l	b.ʌ.n.d.ʌ.l.d
ɪ.n.v.ɛ.l.ʌ.p	ɛ.n.v.ɛ.l.ʌ.p.t
g.ɹ.eɪ.t	g.ɹ.eɪ.t.ɪ.d
h.æ.v	h.æ.v.d
m.æ.ʃ	m.æ.ʃ.t
ʌ.b.l.ɪ.t.ɚ.eɪ.t	ʌ.b.l.ɪ.t.ɚ.eɪ.t.ɪ.d
p.aʊ.n.s	p.aʊ.n.s.t
p.ʌ.t	p.ʌ.t.ɪ.d
s.ɛ.n.t	s.ɛ.n.t.ɪ.d
s.k.aʊ.ɚ	s.k.aʊ.ɚ.d
ʃ.ɪ.p	ʃ.ɪ.p.t
t.aʊ.ɚ	t.aʊ.ɚ.d
ʌ.l.i.v.i.eɪ.t	ʌ.l.i.v.i.eɪ.t.ɪ.d
d.ɪ.f.ɚ	d.ɪ.f.ɚ.d
d.ɪ.f.l.ɛ.k.t	d.ɪ.f.l.ɛ.k.t.ɪ.d
d.ɪ.s.ʌ.p.eɪ.t	d.ɪ.s.ʌ.p.eɪ.t.ɪ.d
f.l.ʌ.k.tʃ.ʌ.w.eɪ.t	f.l.ʌ.k.tʃ.ʌ.w.eɪ.t.ɪ.d
dʒ.ɑ.g	dʒ.ɑ.g.d
l.eɪ.s	l.eɪ.s.t
m.ɪ.m.ɪ.k	m.ɪ.m.ɪ.k.t
oʊ.v.ɚ.θ.ɹ.oʊ	oʊ.v.ɚ.θ.ɹ.u
p.l.æ.s.t.ɚ	p.l.æ.s.t.ɚ.d
p.ɹ.ɪ.k.l.u.d	p.ɹ.ɪ.k.l.u.d.ɪ.d
ɹ.ɪ.z.aɪ.d	ɹ.ɪ.z.aɪ.d.ɪ.d
t.ɹ.ʌ.dʒ	t.ɹ.ʌ.dʒ.d
k.oʊ.d	k.oʊ.d.ɪ.d
f.eɪ.k	f.eɪ.k.t
f.ɹ.æ.g.m.ʌ.n.t	f.ɹ.æ.g.m.ʌ.n.t.ɪ.d
ɪ.n.t.ɚ.æ.k.t	ɪ.n.t.ɚ.æ.k.t.ʌ.d
p.æ.tʃ	p.æ.tʃ.t
ɹ.æ.ʃ.ʌ.n.ʌ.l.aɪ.z	ɹ.æ.ʃ.ʌ.n.ʌ.l.aɪ.z.d
ɹ.ɪ.l.ɪ.ŋ.k.w.ɪ.ʃ	ɹ.ɪ.l.ɪ.ŋ.k.w.ɪ.ʃ.t
s.t.eɪ.b.ʌ.l.aɪ.z	s.t.eɪ.b.ʌ.l.aɪ.z.d
w.æ.k.s	w.æ.k.s.t
w.ɛ.ð.ɚ	w.ɛ.ð.ɚ.d
w.i.d	w.i.d.ɪ.d
b.ɛ.ɹ	b.ɛ.ɹ.d
d.oʊ.n.eɪ.t	d.oʊ.n.eɪ.t.ʌ.d
ɛ.k.s.k.ʌ.v.eɪ.t	ɛ.k.s.k.ʌ.v.eɪ.t.ɪ.d
g.ɪ.l.d	g.ɪ.l.d.ɪ.d
h.ɚ.d	h.ɚ.d.ɪ.d
ɪ.m.p.i.d	ɪ.m.p.i.d.ɪ.d
l.aɪ.s.ʌ.n.s	l.aɪ.s.ʌ.n.s.t
m.oʊ.ʃ.ʌ.n	m.oʊ.ʃ.ʌ.n.d
ɔ.ɹ.d.eɪ.n	ɔ.ɹ.d.eɪ.n.d
t.eɪ.m	t.eɪ.m.d
θ.ɹ.ɛ.d	θ.ɹ.ɛ.d.ʌ.d
w.aɪ.ɚ	w.aɪ.ɚ.d
k.l.æ.m.p	k.l.æ.m.p.t
d.ɑ.k.j.ʌ.m.ɛ.n.t	d.ɑ.k.j.ʌ.m.ɛ.n.t.ʌ.d
ɛ.n.s.ɚ.k.ʌ.l	ɪ.n.s.ɚ.k.ʌ.l.d
ɪ.ɹ.eɪ.s	ɪ.ɹ.eɪ.s.t
ɪ.g.z.æ.s.p.ɚ.eɪ.t	ɪ.g.z.æ.s.p.ɚ.eɪ.t.ɪ.d
n.ɔ	n.ɔ.d
ɹ.i.ɚ.eɪ.n.dʒ	ɹ.i.ɚ.eɪ.n.dʒ.d
ɹ.ɪ.p.ɛ.l	ɹ.ʌ.p.ɛ.l.d
ɹ.u.t	ɹ.u.t.ʌ.d
ɹ.ʌ.m.b.ʌ.l	ɹ.ʌ.m.b.ʌ.l.d
s.l.eɪ	s.l.u
s.t.ɹ.i.k	s.t.ɹ.i.k.t
s.t.aɪ.l.aɪ.z	s.t.aɪ.l.aɪ.z.d
v.aʊ	v.aʊ.d
k.ʌ.m.ɛ.n.d	k.ʌ.m.ɛ.n.d.ɪ.d
ɪ.l.u.d	ɪ.l.u.d.ɪ.d
ɛ.m.j.ʌ.l.eɪ.t	ɛ.m.j.ʌ.l.eɪ.t.ɪ.d
ɪ.n.f.ɚ	ɪ.n.f.ɚ.d
l.aɪ.t.ʌ.n	l.aɪ.t.ʌ.n.d
p.ʌ.t.ɹ.oʊ.l	p.ʌ.t.ɹ.oʊ.l.d
ɹ.i.p	ɹ.i.p.t
ʃ.ɹ.aʊ.d	ʃ.ɹ.aʊ.d.ɪ.d
s.p.ɑ.ɹ.k.ʌ.l	s.p.ɑ.ɹ.k.ʌ.l.d
t.eɪ.l.ɚ	t.eɪ.l.ɚ.d
t.ɛ.m.p.ɚ	t.ɛ.m.p.ɚ.d
æ.g.ɹ.ʌ.v.eɪ.t	æ.g.ɹ.ʌ.v.eɪ.t.ɪ.d
ɛ.n.t.ɹ.ʌ.s.t	ɛ.n.t.ɹ.ʌ.s.t.ɪ.d
ɪ.k.s.p.aɪ.ɹ	ɪ.k.s.p.aɪ.ɹ.d
f.ɚ.t.ʌ.l.aɪ.z	f.ɚ.t.ʌ.l.aɪ.z.d
g.ɹ.æ.p.ʌ.l	g.ɹ.æ.p.ʌ.l.d
aʊ.t.g.ɹ.oʊ	aʊ.t.g.ɹ.u
p.ɚ.eɪ.d	p.ɚ.eɪ.d.ɪ.d
p.l.eɪ.g	p.l.eɪ.g.d
ɹ.æ.ʃ.ʌ.n	ɹ.æ.ʃ.ʌ.n.d
s.t.ɪ.tʃ	s.t.ɪ.tʃ.t
t.eɪ.l	t.eɪ.l.d
t.ɪ.k.ʌ.l	t.ɪ.k.ʌ.l.d
t.ɹ.ɛ.ʒ.ɚ	t.ɹ.ɛ.ʒ.ɚ.d
w.eɪ.dʒ	w.eɪ.dʒ.d
d.ɪ.s.p.l.i.z	d.ɪ.s.p.l.i.z.d
d.ɔ.g	d.ɔ.g.d
d.ɹ.ɛ.n.tʃ	d.ɹ.ɛ.n.tʃ.t
p.ɚ.v.eɪ.d	p.ɚ.v.eɪ.d.ɪ.d
p.ɚ.dʒ	p.ɚ.dʒ.d
ʃ.ɛ.l.v	ʃ.ɛ.l.v.d
ʌ.d.ɔ.ɹ.n	ʌ.d.ɔ.ɹ.n.d
ʌ.s.ɔ.ɹ.t	ʌ.s.ɔ.ɹ.t.ɪ.d
b.ɔ.l	b.ɔ.l.d
b.l.i.tʃ	b.l.i.tʃ.t
b.ʌ.k.ʌ.l	b.ʌ.k.ʌ.l.d
tʃ.ɑ.ɹ.m	tʃ.ɑ.ɹ.m.d
ɪ.l.ɪ.s.ɪ.t	ɪ.l.ɪ.s.ɪ.t.ɪ.d
h.ɔɪ.s.t	h.ɔɪ.s.t.ʌ.d
p.ɹ.ɪ.s.ɪ.p.ɪ.t.eɪ.t	p.ɹ.ɪ.s.ɪ.p.ɪ.t.eɪ.t.ɪ.d
ɹ.æ.p	ɹ.æ.p.t
ɹ.ɛ.k.ɹ.i.eɪ.t	ɹ.ɛ.k.ɹ.i.eɪ.t.ɪ.d
t.ɪ.p.t.oʊ	t.ɪ.p.t.oʊ.d
ʌ.p.d.eɪ.t	ʌ.p.d.eɪ.t.ʌ.d
æ.m.p.l.ʌ.f.aɪ	æ.m.p.l.ʌ.f.aɪ.d
b.aɪ.s.ɪ.k.ʌ.l	b.aɪ.s.ɪ.k.ʌ.l.d
k.ʌ.n.s.p.aɪ.ɚ	k.ʌ.n.s.p.aɪ.ɚ.d
l.æ.p.s	l.æ.p.s.t
p.ɹ.ʌ.p.ɛ.l	p.ɹ.ʌ.p.ɛ.l.d
ɹ.i.f.ɪ.l	ɹ.i.f.ɪ.l.d
s.n.oʊ	s.n.oʊ.d
s.k.w.i.k	s.k.w.i.k.t
s.t.u	s.t.u.d
s.w.ɑ.m.p	s.w.ɔ.m.p.t
k.ɑ.n.v.ɚ.s	k.ʌ.n.v.ɚ.s.t
d.u.p.l.ʌ.k.ʌ.t	d.u.p.l.ɪ.k.eɪ.t.ɪ.d
ɪ.k.s.p.ɛ.n.d	ɪ.k.s.p.ɛ.n.d.ɪ.d
ɪ.n.f.ɪ.l.t.ɹ.eɪ.t	ɪ.n.f.ɪ.l.t.ɹ.eɪ.t.ɪ.d
ɪ.n.t.ɛ.ɹ.ʌ.g.eɪ.t	ɪ.n.t.ɛ.ɹ.ʌ.g.eɪ.t.ɪ.d
l.ɑ.b.i	l.ɑ.b.i.d
n.ʌ.s.ɛ.s.ʌ.t.eɪ.t	n.ʌ.s.ɛ.s.ʌ.t.eɪ.t.ʌ.d
p.aɪ.p	p.aɪ.p.t
ɹ.aɪ.ʌ.t	ɹ.aɪ.ʌ.t.ɪ.d
s.æ.tʃ.ɚ.eɪ.t	s.æ.tʃ.ɚ.eɪ.t.ʌ.d
s.k.ɑ.ɹ	s.k.ɑ.ɹ.d
s.aɪ.t	s.aɪ.t.ɪ.d
s.t.æ.n.d.ɚ.d.aɪ.z	s.t.æ.n.d.ɚ.d.aɪ.z.d
s.w.ɚ.v	s.w.ɚ.v.d
t.w.ɪ.ŋ.k.ʌ.l	t.w.ɪ.ŋ.k.ʌ.l.d
ʌ.k.ɹ.u	ʌ.k.ɹ.u.d
æ.s.ɚ.t.eɪ.n	æ.s.ɚ.t.eɪ.n.d
b.æ.p.t.aɪ.z	b.æ.p.t.aɪ.z.d
b.ɪ.l.oʊ	b.ɪ.l.oʊ.d
k.ɹ.ɪ.s.ʌ.n	k.ɹ.ɪ.s.ʌ.n.d
k.l.ɑ.g	k.l.ɔ.g.d
k.ʌ.l.æ.b.ɚ.eɪ.t	k.ʌ.l.æ.b.ɚ.eɪ.t.ʌ.d
k.ʌ.m.ɛ.n.s	k.ʌ.m.ɛ.n.s.t
k.ɹ.ʌ.n.tʃ	k.ɹ.ʌ.n.tʃ.t
ɪ.n.f.j.ʊ.ɹ.i.eɪ.t	ɪ.n.f.j.ʊ.ɹ.i.eɪ.t.ɪ.d
n.ɪ.p	n.ɪ.p.t
oʊ.v.ɚ.h.æ.ŋ	oʊ.v.ɚ.h.ʌ.ŋ
k.w.ɪ.k.ʌ.n	k.w.ɪ.k.ʌ.n.d
ɹ.i.k.ʌ.n.s.ɪ.d.ɚ	ɹ.i.k.ʌ.n.s.ɪ.d.ɚ.d
ɹ.ɪ.g	ɹ.ɪ.g.d
s.t.ɔ.l	s.t.ɔ.l.d
s.t.ɪ.ŋ.k	s.t.ʌ.ŋ.k
s.t.ɪ.ŋ.k	s.t.æ.ŋ.k
s.ʌ.b.t.ɹ.æ.k.t	s.ʌ.b.t.ɹ.æ.k.t.ɪ.d
ʌ.n.ɚ.v	ʌ.n.n.ɚ.v.d
æ.k.s.ɛ.n.tʃ.u.eɪ.t	æ.k.s.ɛ.n.tʃ.u.eɪ.t.ɪ.d
tʃ.ɛ.ɹ	tʃ.ɛ.ɹ.d
k.ʌ.n.d.ɛ.n.s	k.ʌ.n.d.ɛ.n.s.t
k.ɹ.ɪ.s.t.ʌ.l.aɪ.z	k.ɹ.ɪ.s.t.ʌ.l.aɪ.z.d
d.ɪ.k.ɹ.i	d.ɪ.k.ɹ.i.d
d.ɪ.p.l.i.t	d.ɪ.p.l.i.t.ɪ.d
d.ɪ.s.æ.t.ʌ.s.f.aɪ	d.ɪ.s.æ.t.ʌ.s.f.aɪ.d
h.ʌ.m.p	h.ʌ.m.p.t
ɪ.n.s.t.ɪ.t.u.ʃ.ʌ.n.ʌ.l.aɪ.z	ɪ.n.s.t.ɪ.t.u.ʃ.ʌ.n.ʌ.l.aɪ.z.d
dʒ.æ.b	dʒ.æ.b.d
p.æ.d.ʌ.l	p.æ.d.ʌ.l.d
ɹ.ʌ.m.ɪ.dʒ	ɹ.ʌ.m.ɪ.dʒ.d
s.ɔ.l.t	s.ɔ.l.t.ʌ.d
s.k.ɔ.ɹ.n	s.k.ɔ.ɹ.n.d
ʃ.ɪ.ɹ	ʃ.ɪ.ɹ.d
ʃ.ɛ.l	ʃ.ɛ.l.d
s.ɪ.f.t	s.ɪ.f.t.ɪ.d
s.l.æ.k.ʌ.n	s.l.æ.k.ʌ.n.d
ʌ.p.i.z	ʌ.p.i.z.d
b.æ.b.ʌ.l	b.æ.b.ʌ.l.d
